Date,Open,High,Low,Close,Tick Volume,Volume,Spread
2021.10.01 09:15,17523.7,17523.7,17456.1,17473.3,278350,11652000,0
2021.10.01 09:16,17473.3,17483.5,17461.9,17478.0,183800,11652000,0
2021.10.01 09:17,17479.5,17483.5,17467.0,17472.0,135600,11717950,0
2021.10.01 09:18,17472.5,17482.3,17461.0,17478.5,122500,11717950,0
2021.10.01 09:19,17478.5,17478.5,17459.0,17468.5,105450,11717950,0
2021.10.01 09:20,17465.1,17465.1,17450.0,17454.0,95700,11795150,0
2021.10.01 09:21,17457.9,17457.9,17441.0,17441.8,69400,11795150,0
2021.10.01 09:22,17441.8,17468.5,17440.0,17468.5,108450,11795150,0
2021.10.01 09:23,17468.2,17471.0,17460.3,17466.9,107450,11814350,0
2021.10.01 09:24,17465.7,17482.4,17463.0,17482.4,53250,11814350,0
2021.10.01 09:25,17481.0,17485.0,17466.3,17471.7,62200,11814350,0
2021.10.01 09:26,17472.7,17485.0,17471.4,17483.0,49150,11811750,0
2021.10.01 09:27,17483.0,17485.0,17476.2,17485.0,44150,11811750,0
2021.10.01 09:28,17484.2,17487.6,17475.0,17477.0,63400,11811750,0
2021.10.01 09:29,17477.0,17484.0,17465.0,17481.8,44900,11809400,0
2021.10.01 09:30,17483.0,17485.0,17472.6,17482.7,61800,11809400,0
2021.10.01 09:31,17483.0,17492.3,17475.0,17492.3,42550,11809400,0
2021.10.01 09:32,17493.2,17502.0,17491.3,17501.0,52250,11847550,0
2021.10.01 09:33,17501.3,17504.0,17485.5,17496.2,40350,11847550,0
2021.10.01 09:34,17492.2,17503.0,17491.0,17499.6,35400,11847550,0
2021.10.01 09:35,17498.0,17499.1,17485.0,17487.7,33150,11870100,0
2021.10.01 09:36,17489.0,17493.0,17476.2,17478.5,40200,11870100,0
2021.10.01 09:37,17478.4,17493.1,17477.5,17493.1,37650,11870100,0
2021.10.01 09:38,17492.0,17493.0,17485.3,17487.8,22050,11905950,0
2021.10.01 09:39,17487.8,17493.0,17482.4,17490.5,30400,11905950,0
2021.10.01 09:40,17490.5,17493.1,17487.5,17490.0,17550,11905950,0
2021.10.01 09:41,17492.0,17494.3,17491.1,17491.6,34000,11921150,0
2021.10.01 09:42,17492.0,17500.0,17492.0,17500.0,28150,11921150,0
2021.10.01 09:43,17500.0,17503.0,17494.0,17499.4,33150,11921150,0
2021.10.01 09:44,17499.4,17500.9,17493.0,17493.4,32800,11942800,0
2021.10.01 09:45,17492.8,17493.0,17484.0,17486.5,26150,11942800,0
2021.10.01 09:46,17484.2,17484.5,17472.0,17472.0,40350,11942800,0
2021.10.01 09:47,17472.0,17475.0,17466.3,17470.3,50450,11982250,0
2021.10.01 09:48,17471.0,17476.8,17468.7,17470.0,40950,11982250,0
2021.10.01 09:49,17470.0,17474.3,17468.1,17469.0,22700,11982250,0
2021.10.01 09:50,17469.0,17470.0,17451.3,17454.7,56550,12027650,0
2021.10.01 09:51,17452.0,17452.4,17441.5,17442.6,60600,12027650,0
2021.10.01 09:52,17442.6,17453.3,17441.0,17450.0,40100,12027650,0
2021.10.01 09:53,17448.2,17450.0,17445.0,17448.3,21850,12063050,0
2021.10.01 09:54,17447.2,17448.0,17433.0,17440.0,81100,12063050,0
2021.10.01 09:55,17441.9,17449.7,17440.0,17445.0,33500,12063050,0
2021.10.01 09:56,17445.5,17461.8,17444.0,17452.0,35000,12083900,0
2021.10.01 09:57,17452.9,17455.0,17446.5,17446.5,36700,12083900,0
2021.10.01 09:58,17446.5,17463.0,17442.1,17461.8,32000,12083900,0
2021.10.01 09:59,17461.2,17462.0,17455.5,17458.4,37600,12073300,0
2021.10.01 10:00,17458.7,17458.8,17450.7,17457.9,16150,12073300,0
2021.10.01 10:01,17458.0,17463.8,17458.0,17459.7,28650,12073300,0
2021.10.01 10:02,17459.7,17462.9,17455.2,17462.0,11250,12075050,0
2021.10.01 10:03,17461.4,17461.8,17451.0,17456.2,15300,12075050,0
2021.10.01 10:04,17456.5,17465.5,17452.0,17462.8,19900,12075050,0
2021.10.01 10:05,17462.8,17472.8,17462.3,17472.7,38000,12086750,0
2021.10.01 10:06,17472.8,17474.7,17464.3,17468.5,29600,12086750,0
2021.10.01 10:07,17468.5,17471.0,17460.0,17462.6,29400,12086750,0
2021.10.01 10:08,17462.6,17469.9,17462.6,17464.7,11850,12100400,0
2021.10.01 10:09,17463.0,17469.0,17461.8,17465.0,18000,12100400,0
2021.10.01 10:10,17465.0,17472.5,17461.5,17471.9,16550,12100400,0
2021.10.01 10:11,17471.9,17471.9,17464.3,17470.0,9150,12111500,0
2021.10.01 10:12,17470.0,17472.3,17461.0,17461.8,10450,12111500,0
2021.10.01 10:13,17461.8,17461.8,17450.2,17459.3,27950,12111500,0
2021.10.01 10:14,17458.1,17465.0,17451.5,17460.0,24100,12131000,0
2021.10.01 10:15,17458.8,17470.0,17458.2,17470.0,11900,12131000,0
2021.10.01 10:16,17470.0,17476.7,17469.0,17476.7,21050,12131000,0
2021.10.01 10:17,17475.5,17490.0,17474.6,17488.0,46400,12144950,0
2021.10.01 10:18,17486.2,17490.0,17484.7,17489.0,20700,12144950,0
2021.10.01 10:19,17489.1,17491.0,17485.6,17487.7,42850,12144950,0
2021.10.01 10:20,17488.0,17498.0,17488.0,17490.0,47050,12186450,0
2021.10.01 10:21,17490.0,17493.5,17482.3,17493.5,23800,12186450,0
