,index,Start,End,TotalTrades,Winers,Loosers,MaxProfit,MaxLoss,WinRatio,ProfitLossRatio,TotalProfitPoints,TotalProfitsRs
0,0,2021-10-01,2021-10-07,9,5,4,91.65,-21.599999999999994,55.55555555555556,3.1774480712166184,100.15,5007.5
1,0,2021-07-02,2021-07-08,10,6,4,71.4,-8.099999999999994,60.0,5.123861566484522,122.35000000000002,6117.5
2,0,2021-09-03,2021-09-09,10,5,5,39.89999999999999,-13.049999999999997,50.0,2.780386740331492,64.45,3222.5
3,0,2021-12-03,2021-12-09,5,4,1,106.30000000000001,-9.349999999999994,80.0,4.237967914438506,149.15000000000003,7457.5
4,0,2021-06-04,2021-06-10,13,11,2,87.80000000000001,-5.75,84.61538461538461,5.734159779614323,201.55,10077.5
5,0,2021-02-05,2021-02-11,9,6,3,41.69999999999999,-28.400000000000006,66.66666666666666,1.991472868217053,96.19999999999999,4810.0
6,0,2022-02-04,2022-02-10,9,7,2,142.7,-12.150000000000006,77.77777777777779,4.924029727497932,280.8499999999999,14042.5
7,0,2021-11-08,2021-11-11,5,3,2,11.25,-10.299999999999997,60.0,0.9921436588103255,7.25,362.5
8,0,2021-04-05,2021-04-08,5,4,1,70.94999999999999,-20.19999999999999,80.0,1.3719059405940601,90.65,4532.5
9,0,2021-08-06,2021-08-12,7,6,1,40.5,-0.6500000000000057,85.71428571428571,31.807692307692026,123.39999999999998,6170.0
10,0,2021-05-07,2021-05-12,5,4,1,29.299999999999997,-5.5,80.0,3.011363636363637,60.750000000000014,3037.5
11,0,2022-01-07,2022-01-13,6,5,1,27.450000000000017,-23.65,83.33333333333334,0.602536997885835,47.59999999999999,2380.0
12,0,2021-10-08,2021-10-14,6,3,3,61.150000000000006,-10.349999999999994,50.0,4.821176470588235,81.19999999999999,4060.0
13,0,2021-01-08,2021-01-14,8,6,2,79.25,-1.3500000000000085,75.0,35.39215686274489,178.79999999999998,8940.0
14,0,2021-07-09,2021-07-15,7,6,1,42.0,-20.1,85.71428571428571,0.902155887230514,88.69999999999999,4435.0
15,0,2021-09-03,2021-09-16,17,10,7,75.50000000000001,-13.049999999999997,58.82352941176471,5.506790945406124,257.84999999999997,12892.5
16,0,2021-04-09,2021-04-15,4,2,2,8.0,-17.599999999999994,50.0,0.3630434782608693,-14.650000000000006,-732.5
17,0,2021-12-10,2021-12-16,11,5,6,13.049999999999997,-23.349999999999994,45.45454545454545,0.7820602662929216,-24.85000000000003,-1242.5
Buy--> 15 and 5 st buy,15rsi buy,5 rsi<60 sell--> 15st or rsi sell
