,index,Start,End,TotalTrades,Winers,Loosers,MaxProfit,MaxLoss,WinRatio,ProfitLossRatio,TotalProfitPoints,TotalProfitsRs
0,0,2021-10-01,2021-10-07,12,7,5,76.85,-18.25,58.333333333333336,3.986746802280782,212.34999999999997,10617.5
1,0,2021-07-02,2021-07-08,19,6,13,49.35,-23.64999999999999,31.57894736842105,3.0849256900212314,43.24999999999999,2162.5
2,0,2021-09-03,2021-09-09,29,6,23,32.2,-28.400000000000006,20.689655172413794,2.2012390514847255,-99.65000000000003,-4982.5
3,0,2021-12-03,2021-12-09,14,8,6,101.65,-16.700000000000003,57.14285714285714,3.88996282527881,281.54999999999995,14077.5
4,0,2021-06-04,2021-06-10,21,9,12,49.95,-23.75,42.857142857142854,1.2812121212121221,-4.29999999999994,-215.0
5,0,2021-02-05,2021-02-11,22,8,14,51.45,-59.45,36.36363636363637,1.1271708067707185,-80.95000000000007,-4047.5
6,0,2022-02-04,2022-02-10,16,6,10,62.85000000000001,-57.349999999999994,37.5,1.7677770424295907,13.75,687.5
7,0,2021-11-08,2021-11-11,20,5,15,66.15,-33.599999999999994,25.0,1.7181818181818178,-75.20000000000005,-3760.0
8,0,2021-04-05,2021-04-08,13,6,7,54.6,-30.0,46.15384615384615,2.4367476471875675,82.89999999999996,4145.0
9,0,2021-08-06,2021-08-12,13,7,6,39.400000000000006,-11.0,53.84615384615385,2.664728963813398,103.64999999999999,5182.5
10,0,2021-05-07,2021-05-12,16,4,12,48.099999999999994,-14.399999999999991,25.0,3.5319148936170204,14.999999999999957,750.0
11,0,2022-01-07,2022-01-13,23,6,17,32.400000000000006,-31.299999999999997,26.08695652173913,1.3819653344793008,-119.20000000000003,-5960.0
12,0,2021-10-08,2021-10-14,15,7,8,44.400000000000006,-9.300000000000011,46.666666666666664,3.982643524699603,106.35000000000005,5317.5
13,0,2021-01-08,2021-01-14,16,6,10,61.699999999999996,-22.849999999999994,37.5,3.291904022095631,94.14999999999998,4707.5
14,0,2021-07-09,2021-07-15,17,4,13,42.5,-21.599999999999994,23.52941176470588,2.797688564476885,-14.300000000000011,-715.0
15,0,2021-09-03,2021-09-16,40,10,30,71.0,-28.400000000000006,25.0,2.991797676008203,-0.8000000000000114,-40.0
16,0,2021-04-09,2021-04-15,13,5,8,67.85,-33.099999999999994,38.46153846153847,3.51177377892031,116.20000000000005,5810.0
17,0,2021-12-10,2021-12-16,18,9,9,77.19999999999999,-32.8,50.0,1.4902998236331568,69.49999999999997,3475.0
